text_id,text,hate,moh_text
hasoc_en_435,"Why the DoctorsFightBack is not just about violence unleashed on them ? Its time to address faltering justice systems, crippled health systems and broken dreams",0,Why the DoctorsFightBack is not just about violence unleashed on them Its time to address faltering justice systems crippled health systems and broken dreams
hasoc_en_2455,"Again Congress started abusing PM from day 1. So pathetic and tragic. Matilaal, JawaharlalN, IndiraG, all were character-corrupt, and now IndiraG is MaGanga! And Mr Modi is Gandi Naali ! Even bastards never speak this language. Hate these parliamentarians.GandiNaaliAbuse",1,Again Congress started abusing PM from day 1 So pathetic and tragic कटीला जवाहलाल इन्द्रा all were चरित्र and now इन्द्रा is आँगन And Mr गोदी is एन्डी आली Even bastards never speak this language Hate these parliamentariansGandiNaaliAbuse
hasoc_en1_20,Beating Thailand in their home is a commendable performance. Congrats our new coach,0,Beating Thailand in their home is a commendable performance Congrats our new coach
hasoc_en_5372,"It seems that trump supporters don’t understand how “respect” works. It is earned through action and intention, not through accomplishments.   fucktrump allgodsarefalsegods",1,It seems that trump supporters डोंट understand how respect works It is earned through action and intention not through accomplishments ट्रम्प allgodsarefalsegods
hasoc_en_1417,SAMIIBRAHIM PakvsInd FawadChaudhry HinduSamarajyaDiwas DoctorsFightBack BoycottBankAlFalah Hahaha When You Type Bhikhari in Google Search It is Popping Up Imran Khan Pics 😂😂😂😂😂,0,SAMIIBRAHIM PakvsInd FawadChaudhry HinduSamarajyaDiwas DoctorsFightBack BoycottBankAlFalah अहा When You Type भिखारी in Google Search It is Popping Up मारन Khan Pics
hasoc_en_5689,Yup all thanks to Trump fucktrump,1,Yup all thanks to Trump ट्रम्प
hasoc_en_390,India at it’s worst phase.... aaj hindu muslim horaha hai kal ST SC HOGA Ffir general obc chalega .... indeed we steeped into a new india.   Whatever you guys did was 100 n 1% correct  . Zomato,1,India at its worst phase आज हिन्दूस मुस्लिमों हावडा : हैं: काल ST SC HOGA फआइआर general बहन चुदाई चलेगा indeed we steeped into a new इन्डिया Whatever you guys did was 10 n 1 correct टमाटर
hasoc_en_1772,Barack Obama freestyle! Trump diss. Mixtape out in 2020!    mmmfreestyle obamafreestyle trumpdiss barz FreeTayK thuglife BarackObama DonaldTrump fuckdonaldtrump fucktrump,0,Barack Obama freestyle Trump डिस्क टेप out in pakad फ्रीस्टाइल फ्रीस्टाइल ट्रम्प बार FreeTayK हुगली BarackObama DonaldTrump fuckdonaldtrump ट्रम्प
hasoc_en_3362,"Trump, Forgetting Jonah Incident, Admits To Talks With Prince Of Whales Resist ResistTrump FuckTrump",0,Trump Forgetting Jonah Incident Admits To Talks With Prince Of Whales Resist सिस्टूम FuckTrump
hasoc_en_2712,Agree. By The hand of . 🤣😂🤣 douchebag,0,Agree By The hand of डूश
hasoc_en_288,Trump is a traitor. Period.    TrumpIsATraitor,1,Trump is a traitor Period TrumpIsATraitor
hasoc_en_4332,Kamala Harris: Trump is a 'clear and present threat to democracy' Resist ResistTrump FuckTrump,1,हमला Harris Trump is a clear and present threat to democracy Resist सिस्टूम FuckTrump
hasoc_en_1963,Poor effort 👎🏻👎🏻 DhoniKeepsTheGlove,0,Poor effort DhoniKeepsTheGlove
hasoc_en_4222,"Hummm  tRUmp would like that. We can pull that trigger when Rethuglicans aren’t in a position to use it against us, with terrible results btw.   Hold that thought a bit longer, besides DickHead could possibly win another term before being removed from office.",1,गुम्म टेंप would like that We can pull that trigger when Rethuglicans फरेन्ट् in a position to use it against us with terrible results बीटी Hold that thought a bit longer besides पकड़ could possibly win another term before being removed from office
hasoc_en_2510,Boris can’t even debate with 5  Conservative colleagues how will he cope against 27 EU Delegates. BorisJohnsonShouldNotBePM,0,Boris cant even debate with 5 Conservative colleagues how will he cope against 27 EU Delegates BorisJohnsonShouldNotBePM
hasoc_en_3116,GOD has some 'getting even' to do with you too.  MURDERER,0,GOD has some getting even to do with you too MURDERER
hasoc_en_2805,"So did you start this so when you get out of prison, if you ever do. You'll get help to immerse yourself back into society? McCainsAHeroDay FuckTrump treason ImpeachTrump ResignTrump TraitorTrump",1,So did you start this so when you get out of prison if you ever do Youll get help to immerse yourself back into society McCainsAHeroDay FuckTrump treason ImpeachTrump ResignTrump TraitorTrump
hasoc_en_5477,Senior cabinet ministers were reported to have hatched plans to force other candidates to withdraw from the race   BorisJohnsonShouldNotBePM  March4Change  StopBrexit FBPE SODEM,1,Senior cabinet ministers were reported to have hatched plans to force other candidates to withdraw from the race BorisJohnsonShouldNotBePM March4Change StopBrexit FBPE SODEM
hasoc_en_3459,"Hey, no strike for some workers? DoctorsFightBack at what cost?",0,Hey no strike for some workers DoctorsFightBack at what cost
hasoc_en_4843,"ShameOnICC  If such situation happens in India then whole world will blame us for our management,but currently it is in England so no one is saying anything. Guys We need to make these hashtag trend so that they can realise there worst management and wrong decision on M.S Dhoni.",1,ShameOnICC If such situation happens in India then whole world will blame us for our मैनेजमैंट currently it is in England so no one is saying anything Guys We need to make these hashtag trend so that they can रीयलटाइम there worst management and wrong decision on MS होनी
hasoc_en_3978,"Ken Dilanian, but isn’t everybody? douchebag",0,Ken ईरानी but इन्ट everybody डूश
hasoc_en_512,THE ICC BETTER START ARRESTING US POLITICIANS.    WHAT THE FUCK IS WRONG THAT US CAN COMMIT GENOCIDE AROUND THE FUCKING WORLD & YOU DO SFA!    THEY'RE KILLING PPL ALL OVER THE GOD DAMNED WORLD!    ICC SHOULD BE HELD ACCTABLE FOR IT!,1,THE ICC BETTER START ARRESTING US POLITICIANS WHAT THE FUCK IS WRONG THAT US CAN COMMIT GENOCIDE AROUND THE FUCKING WORLD YOU DO SFA THEYRE KILLING PPL ALL OVER THE GOD DAMNED WORLD ICC SHOULD BE HELD ACCTABLE FOR IT
hasoc_en_4954,you are able to see the  BALIDAN batch on  gloves but not able to see the clouds above you. Very poorly managed by ICC.  ShameOnICC,1,you are able to see the BALIDAN batch on gloves but not able to see the clouds above you Very poorly managed by ICC ShameOnICC
hasoc_en_3898,"We fans wait for 4 years, this time format was great but your brainless planning for the venue have ruined all the charm. I really wish that atleast 10 more matches get washed away and you are forced to reschedule each abandoned match again. What a pathetic WC thid is ShameOnICC",0,We fans wait for 4 years this time format was great but your brainless planning for the venue have ruined all the charm I really wish that अलस्त 10 more matches get washed away and you are forced to reschedule each abandoned match again What a pathetic WC ठीन्ड is ShameOnICC
hasoc_en_980,Even you haven't crashed the market and you bankrupted casinos. I do know that the national debt is at an all time high and you don't reimburse people who loan you money. TrumpIsATraitor DonTheCon,0,Even you हैवन crashed the market and you bankrupted casinos I do know that the national debt is at an all time high and you डोंट reimburse people who loan you money TrumpIsATraitor DonTheCon
hasoc_en_4041,No. He is and always has been a dickhead,1,No He is and always has been a dickhead
hasoc_en_3875,"Dhoni can use a temporary tattoo on his neck for this logo, ICC can do nothing about it    Tattoo_it_Dhoni  DhoniKeepTheGlove   DhoniKeepsTheGlove   DhoniKeepTheGloves   WC2019",0,होनी can use a temporary tattoo on his neck for this logo ICC can do nothing about it Tattoo_it_Dhoni DhoniKeepTheGlove DhoniKeepsTheGlove DhoniKeepTheGloves WC2019
hasoc_en_5534,He should still be serving out his murder conviction. Murderer GamedTheSystem,0,He should still be serving out his murder conviction Murderer GamedTheSystem
hasoc_en_2860,"A PM is the king of the nation. In olden days if any person equivalent to an MP would have uttered the same abuse thrown at Modi today in king's durbar , his head would have rolled down on the ground. The word uttered is to that proportion. Pack and leave India.\nGandiNaaliAbuse",1,A PM is the king of the nation In olden days if any person equivalent to an MP would have uttered the same abuse thrown at गोदी today in kings दरबार his head would have rolled down on the ground The word uttered is to that proportion Pack and leave IndianGandiNaaliAbuse
hasoc_en1_1732,"Please save t EVM from manipulations,U will clean sweep",0,Please save t EVM from इमैन्सीपेशन will clean sweep
hasoc_en_3485,Don't let the door hit you on the ass on the way out!!! Douchebag,0,होंट let the door hit you on the ass on the way out Douchebag
hasoc_en_5033,". Donald the FuckTrump is the greatest, ManyPeopleSay probably greatest ever, GlobalLaughingStock.    TRE45ONenough?  TRE45ON enough?  DumpTrump",1,Donald the FuckTrump is the greatest ManyPeopleSay probably greatest ever GlobalLaughingStock TRE45ONenough TRE45ON enough DumpTrump
hasoc_en1_3865,"Our biggest fans this week: asadowaisi, warispathan, AimimFansClub. Thank you! via  …",0,Our biggest fans this week सादोवस्की कारपैथी AimimFansClub Thank you via
hasoc_en_5235,"Fuck republicans the biggest snowflakes ever🙄Funny how that list of words describes the fat, racist, ignorant, hideous moron absolutely PERFECTLY. PLEASE get rid of this fucking demented, delusional criminal!! FuckTrump ArrestTrump ImpeachTheMFTraitor ImpeachDonaldTrumpNOW",1,Fuck republicans the biggest snowflakes एवरी how that list of words describes the fat racist ignorant hideous moron absolutely PERFECTLY PLEASE get rid of this fucking demented delusional criminal FuckTrump ArrestTrump ImpeachTheMFTraitor ImpeachDonaldTrumpNOW
hasoc_en_2446,GandiNaaliAbuse It is an insult to the constitution N democracy  of the nation.,0,GandiNaaliAbuse It is an insult to the constitution N democracy of the nation
hasoc_en_615,"In the name of Islam, there should be no room for the disgrace and injustice of women in Pakistan.  اسلامی_معاشرہ_کا_قیام",0,In the name of Islam there should be no room for the disgrace and injustice of women in Pakistan اسلامی_معاشرہ_کا_قیام
