text,label,moh_text
Se Cancer K Mareez K Elaj Karwane Lahor Jane Wale Mutadid Sheri Panjab Poliec K Hate Chad Gai.,no,Se Cancer K मरीजों K लाज परवाने लाहौर Jane Wale तड़ि Sheri पंजाबी बोलिए K Hate Chad आई
Mai bahut respect kar Tha @deepikapadukone ko Dilwale k phele Tak jab usne  #ChallengeAccepted ka tweet dala tabse aj tak hate h hate krta Hun aur karta Rahunga (Kismat badi kutti cheez hai saali kabhi bhi palat jaati hai) Kabhi nhi bholunga jab Tak h jan,no,Mai बहुत respect कर हाँ को दिलवाले k पहले एक jab उसने ChallengeAccepted का tweet डला तबसे आज तक hate h hate कर्ता Hun और कर्ता रहूंगा इस्मत बड़ी कुतिया चीज : हैं: साली कभी भी पलत जाती : हैं: अभि नहीं बोलूँगा jab एक h जैन
"Ye deekho ek aur farzi rashtravadi.. isko Muslims ka cencus yaad hoga aur pure world ka history bata dega, Islam majority = Terrorism & Non secular, yahi samjayega.. Hindu bachao yahi chilayega.. hahaha https://twitter.com/Atheist_Krishna/status/929392383912845312¬†‚Ä¶",no,Ye देखो एक और फ़र्ज़ी राष्ट्रवादी इसको Muslims का चेंचु याद होग और pure world का history बाटा देगा Islam majority Terrorism Non secular यही समझायेगा Hindu बचाओ यही चिल्लाएगा हहहहहहहह
Koii School ka Imtihaan Nhi,no,Koii School का इम्तिहान ही
"Fir bhi Hindu Terrorism secular logonko najar ata hai aur Yoga me communalism & safronisation! Unka Yoga virodh hindu virodh nahi, secularism & shanti sandesh samazna chahiye! https://twitter.com/pooja303singh/status/929223222356271104¬†‚Ä¶",no,Fir भी Hindu Terrorism secular लोगों नजर एटीए : हैं: और Yoga me कम्यूनिज्म कार्बनीकरण इंका Yoga विरोध हिन्दूस विरोध नहीं secularism शान्ती सन्देश सामान्य चाहिए
"Ravish SACHCHA suchcha journalist hai. AUR BJP KO SACHCHE, IMAANDAARI AUR BUDHDHIJEEVI, INTELLIGENT AUR ACHHE LOGON SE NAFRAT HAI. EXTRA ORDINARY LOUD VOICE AUR ZEHREELE SHABD ISTEMAAL KARENGE.HAR WAQT GUSSIE ME RAHENGE.YE KYA SANSKAAR,LARISA CULTURE HAI.BURE LOG. BURI SOC.",no,Ravish SACHCHA सच्चा journalist : हैं: AUR BJP KO SACHCHE IMAANDAARI AUR BUDHDHIJEEVI INTELLIGENT AUR ACHHE LOGON SE NAFRAT HAI EXTRA ORDINARY LOUD VOICE AUR ZEHREELE SHABD ISTEMAAL KARENGEHAR WAQT GUSSIE ME RAHENGEYE KYA SANSKAARLARISA CULTURE HAIBURE LOG BURI SOC
Oooo hello jo bhi serial dekhke hina ke fan the wo sab log aaj hina ho hate karne lage he 60% log ab samaj lo tum hi.n salmanji ne bhi aaj hina ki bajai lagta he dekha nahi he. Kutti he hina,no,और hello जो भी serial देखके हिना के fan the वो सभा log आज हिना ho hate कर्णे लगे he साठ_num log ab समाजी lo tum हीं सलमान ने भी आज हिना की बजाई लगता he देखा नहीं he उठती he हिना
Tum Ne Dekha Ho Ga K Kanta Lagny Per Log Phool Ko B Phenk Dety  Hain .Love U.....,no,Tum Ne देखा Ho Ga K अंत एगनी Per Log भूल Ko B फेंक Dety आईन Love U
Ham likhte hi aisa hai ki khoon garam ho jaae! Khikhikhi! Khair yah bas mera imagination hai as a writer! Baaki OM RAUT ne apna likha hoga kuch alag!,no,Ham लिखते hi ऐसा : हैं: की खून गरम ho जा Khikhikhi हेयर यह बास मेरा imagination : हैं: as a writer आपकी OM RAUT ने अपना लिखा होग कुछ अलग
bhai isko idhar chod aur nikal..iska movie aane de..tab dekhta hoo isko..saale sab milke hate trend karre hai..God bless them,yes,भाई इसको इधर चोदना और निकाला movie आने देता देखता हूँ निकाले सभा मिलके hate trend करे हौद bless them
"Ram ko kalpanik bolne Wala aur ye kehne Wala ki "" Jo Mandir jaate hai, wo ladkiya chedte hai"" Aisa kutta ab ""TEMPLE RUN"" Khel Raha hai...",no,Ram को कालेपानी बोलने आला और ye कहने आला की Jo मन्दिर जाते : हैं: वो लड़कियाँ छेड़े : हैं: ईसाई कुता ab TEMPLE RUN खेल अहा : हैं:
"Ye to Hinduo se nafrat karta hai na....fir Mandir k dhakke kyu...isse Astha se koi mtlb nahi, elections se hai.",no,Ye to सिन्धु से नफ़रत कर्ता : हैं: नफीरी मन्दिर k दहके किसे स्थल से कोई मैटलैब नहीं elections से : हैं:
Achchha Indian Hindu n achchha Indian Muslim kabhi bhi ekdusre ke liye dil me nafrat nahi rakhta!Sir aap aise comments ko ignore karein pls!,no,अच्छा Indian Hindu n अच्छा Indian Muslim कभी भी दूसरे के लिये दिल me नफ़रत नहीं रखती आप ऐसे comments को ignore करें एमपीएलएस
@Bigg_Boss__ Hina  such a diplomatic  drama queen..khud aag lagati Hai baad me dusro ka naam leti Hai..hate u,yes,आईएनए such a diplomatic drama क्वीन आग लगाती आई बाद me दूसरों का नाम लेती रहतें u
Koi Tiger ka khoon kar do... Humari nhi to kisi ki nahi...,no,Koi Tiger का खून कर do हमारी नहीं to किसी की नहीं
Jiska khoon  ek movie free mein dekhne ke liye ufaan maare wo Rajput,no,इसका खून एक movie free मेन देखने के लिये तूफ़ां मारे वो राजपूतों
Jo bina zyaada load liye movie dekhne jaae wo moviegoer,no,Jo वीना ज़्यादा load लिये movie देखने जा वो moviegoer
"Jo Twitter pe Support, Boycott ka trend kare wo Chutiye",no,Jo Twitter पे Support Boycott का trend करे वो उठिये
hina khan ek murder bhi kar degi toh bolegi maine use jaan lene ke liye nahi maara aise hi goli chalakar dekh rahi thi uspe,no,हिना khan एक murder भी कर देगी तो बोलेगी मैने use जान लेने के लिये नहीं मारा ऐसे hi गोली चलकर देख राही थी उसपे
"Sir @jaipur_police , humare Rajput bhai @amitsingh933 ka khoon... http://fb.me/7sbLsxEy1¬†",no,Sir हमारे राजपूतों भाई का खून
"Sir @jaipur_police , humare Rajput bhai @amitsingh933 ka khoon ufaan maar raha hai.  Kuch ho sakta hai kya? pic.twitter.com/58WFsQwnUh",no,Sir हमारे राजपूतों भाई का खून तूफ़ां मार रहा : हैं: कुछ ho शाक्त : हैं: क्या pictwittercom58WFsQwnUh
ISE DEKH KAR JISKA KHOON NA KHOLE OR WO CHEEPIKIANS KO SUPPORT KARE TO WO CHUTIYA https://twitter.com/indicine/status/678186502291984384¬†‚Ä¶,no,ISE DEKH KAR JISKA KHOON NA KHOLE OR WO CHEEPIKIANS KO SUPPORT KARE TO WO CHUTIYA
India wale sab arshi ko hate karte h,no,India wale सभा अर्श़ को hate करते h
Dil Sambhal Ja Zara Phir Mohabbat Karne Chala Hai Tu- Murder-2,no,इल संभाल Ja Zara हीर मोहब्बत आर्ने हाला आई Tu मर्डर
Hate them. Sare marks yahin jate hain bc kisi ko kuch nahi ata,no,Hate them अरे marks यहीं जाते हैं बहन चुदाई किसी को कुछ नहीं एटीए
Yaar I hate Bigg Boss par Aaj Maine Kapil  sir ke liye Bigg Boss Dekha per Kapil  sir to Aaye hi nahi,yes,एएआर I hate बिग Boss par आज Maine अप्रैल sir के लिये बिग Boss देखा per अप्रैल sir to अये hi नहीं
370 hate ya na hate abdullah india me hoke v pok pakistan ka batate hai aur tere jese 2 kodi ki congi chudail wahi kahegi jo congress karti ayi hai. tujhe v lagta hai halala ki aadat pad gyi hai islie esa bol rhi hai,no,तीस_num hate ya ना hate अब्दुल्लाह इन्डिया me hoke v पोक फिलीस्तीन का बताते : हैं: और तेरे जैसे 2 कोडि की होंगी कमबख्त वहीं कहेगी जो congress करती आईं : हैं: तुझे v लगता : हैं: हाल की आदत pad : गई: : हैं: इसलिए ईएसए बोल राही : हैं:
